191,236,255,1
193,238,255,1
255,255,255,5
42,50,56,2
181,190,179,6
255,255,255,5
46,50,51,4
93,56,49,0
174,168,172,6
255,255,255,5
46,50,50,4
19,17,18,4
81,48,32,0
